Date,Full Retreat and Summaries,Title of Event,#,Transcript or Writing,Title of Talk or Writing,Link,Broad Topics,Detailed Topics
2014-12-06,2014_1206 Bodhi Tree Brighton - Path of the Imaginal Day Retreat.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/RSYfxxm-HUCZz_95vKNrDQ/IwCMadgtU888IOnzPPO2HWaflqYWsBzgNDVGPRt-T7pTLk1S_HqwuPan7nnohxktDBeyhFxODB1JsXadhqBiHGQZRjUZ1PJFqLs5l2fouoLJrCOewPM8pmH3cp5YC4xkYwWH_c6d1p7HLkvXhz1mo99DTbEPccMynVzfr_yrka8/g5sJApKDCY0XDgopbL4c672JQyOxUkRYiQL6XxWg-ME),"Day Retreat, Bodhi Tree Brighton",1,"""2014_1206 Image, Mythos, Dharma - Part One.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/Ek8g3yzKnnqkJMdI76a3nQ/huNydUeT7ZC2BLg56voHyznnBarod8JSs-_FK1AeXMoOGp2z4GORFOMs0qfzHyhJDEG66aH9DJEIw1FArhuB8Wc9bWvYnpaaBTc1skY_F8pNV0MSArdNYsjJVc4AxLTy/owacv1zyvceqQjD1W9ia_Ppo3Z-RN5bjr_v5B128LS4)""","Image, Mythos, Dharma (Part One)",http://www.bodhitreebrighton.org.uk/audio/,imaginal/soulmaking,"images: early talks on images,images: examples of navigating an image,soulmaking: sexual erotic-imaginal,sexuality/romantic relationships,images: subtle vs dramatic / intense,soulmaking: aspects of the imaginal"
2014-12-06,,"Day Retreat, Bodhi Tree Brighton",2,"""2014_1206 Image, Mythos, Dharma - Part Two.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/pZ_lHFl6XSJNyKRbE_zBNA/ZM3sWlZ2VWKscHxn1BL26VDFosOZHtwSCJOanbrDZnrTSH5s7oGimyc4WbklEanKTsB_fKXEJJ7KdNk-GMcPZtjXA7iQRHK7e5fAp6yg9EBPNgY0YezL8sQ53ehK1gTw/A-1mxv90z_W_gjmaNHPU_c4e_-hmeRDJlx-b-QnM3bs)""","Image, Mythos, Dharma (Part Two)",http://www.bodhitreebrighton.org.uk/audio/,imaginal/soulmaking,"soulmaking: doubts/concerns in or about imaginal practice,""mindfulness, unfabricating, skillful fabrication"",metaphysics,images: early talks on images,critique: the practice of 'being with' or 'bare attention',""emptiness/insight: fading, unfabricating"",modern physics / quantum physics,scientism / scientific materialism / reductionism,Descartes,Vajrayana,Mahayana,emptiness: dualistic view of fabricated vs the Unfabricated"
2014-12-06,,"Day Retreat, Bodhi Tree Brighton",3,"""2014_1206 Image, Mythos, Dharma - Part Three.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/K1mg_Bf-0YwtbmVHT4Z4mg/cHf5bX4sY06ZDwbt7nfoPh4i1RU4iLmbrqNdE4pcJAehjNgSkFiXIt2aFji_4AwR6rjrno9FpRY9E4wOOODBvNOlYpm92KQKtOKOPqL0UNWArvdiIR_zjqaJfpsH8fnW/_Te8SJQVr0QL5un18RM3ajCVOuV_v6NzTV5YVuE4Jw4)""","Image, Mythos, Dharma (Part Three)",http://www.bodhitreebrighton.org.uk/audio/,imaginal/soulmaking,"energy body,definitions: energy body,images: using the energy body to navigate,image as primary,""causality, questioning notions of"",soulmaking: telos / the angel out ahead,images: early talks on images,fantasies of the path,Four Noble Truths,concepts/logos,metaphysics"
2014-12-06,,"Day Retreat, Bodhi Tree Brighton",4,"""2014_1206 Image, Mythos, Dharma - Part Four.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/ddjSNj-bMhsa4Yqeb3OPBg/01KsuBkWfItWZJiLq26q0vPRxCS2LpSg8tnnhMNqtNQ5lJUrupvwCL6GoEqRu9v4S9-j_kk6rqwKXAGWZRgFE0Z-7CcKym_IU6ZldDAF1MC1bqoe5Hvfr20Jg39Br9aX/H4s5VhDXi891C_GYq7qd7wIcueRttRioEuZgKg47ay4)""","Image, Mythos, Dharma (Part Four)",http://www.bodhitreebrighton.org.uk/audio/,imaginal/soulmaking,"images: early talks on images,Four Noble Truths,conceptions of dukkha and the Four Noble Truths,metaphysics,fantasies of the path,metaphyics: ultimately unprovable assumptions,image as primary,images: iconic/poetic versus narrative images,soulmaking and emptiness,art and soul"
2014-12-07,"""2014_1207 Path of the Imaginal Day Retreat - Image, Mythos, Dharma.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/VG1jbZh5AvXph_h9J6lgyw/r1Xe4222gDXPDXrAJ7_1y38Fullq4lV5Zpu5hztYm2gsJIOpO72id2p3-skT5xWDWpQpXN6A8gUTf0FE1X6prFSVk_X71k2cjC-Kc2TQMEpO4U92sGq7GqA5MjiSvzGAmh2kMYK62rIQrCj4jdz95ftp1YJpsfK6tvZhYDgj_8U/Dw3QntVsUc0rQZV5UpSCZUhwanhM71IpHlcniOhfv_4)""","Day Retreat, London Insight",1,"""2014_1207 Image, Mythos, Dharma Part One.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/J-rMXC1lyxv49qrCJqT6Cg/Sexld0LxHjrI-U0GrCLEjWA153FhloQT4nBBJuGFiPAydvftvOaVNTlhVQCTdZrE83RDmbmkw51RxwtELOVuobshy-FHpIPDQv3Tl2tgzMQCyPcdDhPJV4H8zEVOiAky/Cnm8mrXOvE0396mcB3Mwf11HXyU1M8g0wAJoorumqrM)""","Image, Mythos, Dharma (Part One)",https://dharmaseed.org/teacher/210/talk/27490/,imaginal/soulmaking,"images: early talks on images,images: examples of navigating an image,soulmaking: sexual erotic-imaginal,sexuality/romantic relationships,images: subtle vs dramatic / intense,soulmaking: aspects of the imaginal"
2014-12-07,,"Day Retreat, London Insight",2,2014_1207 Guided Meditation 1.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/cmNv_8IvKeTBw6P0Qrf_3A/NNXkjPhUweOGHjkicBpqSN4BRIeNygvJafaEXMNWUzuOd3tPneMRh-y_lreWxt7R5WUQCR91f-exy_CJE5KYYiqq-O8uHG-ggG6JZAm6DQzJXgkTd_g4te5Wy1UBpI4m/usjv-vFHayy7vn1JZgf5wgTNEoo5h_oRZT332hR2G_Q),Guided Meditation 1,https://dharmaseed.org/teacher/210/talk/27488/,imaginal/soulmaking,"energy body,guided energy body meditation"
2014-12-07,,"Day Retreat, London Insight",3,2014_1207 Walking Meditation Instructions.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/zhB3PtR-cQyOYPFaotdOjQ/MOObWlvi4-pX20tc_22tv8zmQH_A0Y1ezmWgvCwTUGkP3lxnpahFJcVodpqX4LVvu9X3MIgDvqqxU3M6cnSBJunI39dp-Mipk8p0BXEL56M9w2R9msp8KK3RxjLQnQRTUx4gwZPCB219GAafe6d3OA/I4EWtZiNtbTHvtdgf3WI73FfbhuDCCOgoViSuEZtocw),Walking Meditation Instructions,https://drive.google.com/file/d/1qxCUdjkf0b8ct-oH8uS7rA4dZAJg3mOs/view?usp=sharing,imaginal/soulmaking,"energy body,walking meditation"
2014-12-07,,"Day Retreat, London Insight",4,"""2014_1207 Image, Mythos, Dharma Part Two.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/Spc_tB1AXhiPZQt7v8Dk9A/UHNzUA2DoksHwz8-xwpY7z-mbil_sNSbsgKGH3jsvPZ_2oFzEzqkb7NkEzninYeRWw2oQTbS-ciEs4dqfF01kSGcmWCniztlhEI9_Z-z72ST2xYyPh910-2XJtOw8oWi/Eu9mxbrSblt1bdiaLf7s5oazldTBpjQwCZHLporjXAQ)""","Image, Mythos, Dharma (Part Two)",https://dharmaseed.org/teacher/210/talk/27492/,imaginal/soulmaking,"soulmaking: doubts/concerns in or about imaginal practice,""mindfulness, unfabricating, skillful fabrication"",metaphysics,images: early talks on images,emptiness: dualistic view of fabricated vs the Unfabricated,critique: the practice of 'being with' or 'bare attention',""emptiness/insight: fading, unfabricating"",dangers or shadow sides in any dharma path,modern physics / quantum physics,scientism / scientific materialism / reductionism,Descartes,Vajrayana,Mahayana"
2014-12-07,,"Day Retreat, London Insight",5,2014_1207 Guided Meditation 2.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/ELnSxPGDUJiBwJ6q5LgXRA/4SHfXr1SqFqJADe0ZEr86xh0oZnXgYFy1Cn1qw7kHYz42pUmRbV3Vh6vFDxDwuronsBsv76yjygQL95V4BvCphyuygStrKoTh0PPASnKYHMAhUWjTI2goWX55FSLRVhY/AEqSqo4DC3v0l7pg6FMwiQ-c_8K5_IHqVMT4wwSO5xM),Guided Meditation 2,https://drive.google.com/file/d/1PzS9FwqStJ4jMe3eaRuskmffWcZ_5eL8/view?usp=sharing,imaginal/soulmaking,"guided energy body meditation,guided imaginal practice,guided imagination meditation,energy body"
2014-12-07,,"Day Retreat, London Insight",6,2014_1207 Q and A - am.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/xgj2y9dDnEqs2yoBFLZulg/NdswIdqlcmXKHTkTWweVXqJER-MF65dB2ZX78whY_lfLduqZNpiQUrwHvfcpxfEjG9IvkOrGywyLWni5dLZzRzcYNbCsqYyVJOb3LUuk_pA/LOW3y9SOpSbHqE7zVD63rhBRd1fWK2cERMU5ciV-mk4),Q&A (am),https://drive.google.com/file/d/1-YEKaMnAsP2UYOXucERRSvZC_R6lqjfj/view?usp=sharing,imaginal/soulmaking,"energy body,""sexual energy, working with"",images: early talks on images,sexuality/romantic relationships,soulmaking and dukkha,soulmaking: imaginal vs imagination/daydreaming/fantasizing,""soulmaking: dark gods (the weird, dark, pathological, sexual, etc.)"",soulmaking: how trust and distrust color images,images: using the energy body to navigate"
2014-12-07,,"Day Retreat, London Insight",7,"""2014_1207 Image, Mythos, Dharma Part Three.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/VNG3HKnJNbV7teHE6qtwPg/U62jGmMkk_NbKtK-V9bo0jS2EfNPQLovYMAth39-D7W77slBzUmxkp7tAQLCCXIn4k84ykZALSzmvQY7DsuvKJI4GCLMDTFfP95vgTLQngrmaUM_ztnwcDa_ZLQEjDGA/mDjYfnCoOyiZSgKrLUkmzl5Ek46fIq-qL1veOWog40w)""","Image, Mythos, Dharma (Part Three)",https://dharmaseed.org/teacher/210/talk/27491/,imaginal/soulmaking,"image as primary,fantasies of the path,metaphysics,concepts/logos,images: early talks on images,images: non-soulmaking uses of images,soulmaking: demands from imaginal figures,""causality, questioning notions of"",images: not reducing to one meaning or causal explanation,""conceptual frameworks, flexibility with"",Four Noble Truths,clinging / craving: limitations of common approaches,art and soul"
2014-12-07,,"Day Retreat, London Insight",8,2014_1207 Q and A - PM.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/5tj1uHgffoknrh52CxNXzw/XnBFfie7NRjmuS1bk32DIeMBEUO07ED9eD3p0ZpEL-wO7_GNff82mgYR5MRfefuSAFRuQOFHyOF3URfZTNDR1vewDvM9Wp6qJ91zxKOOnkA/iBy6lqG_KTRXcEZntN7pkhC1jpMba0BezfMykKuPXYU),Q&A (pm),https://drive.google.com/file/d/1WkPLxW11P5tkUo4shGpW9uYNRsPBfKpY/view?usp=sharing,imaginal/soulmaking,"dangers or shadow sides in any dharma path,soulmaking: doubts/concerns in or about imaginal practice,images: not reducing to one meaning or causal explanation,samadhi,energy body,image as primary,images: early talks on images,soulmaking: how trust and distrust color images,images arising through body / energy body,""soulmaking: priortizing samadhi, image, or emotion"",images: using the energy body to navigate"
2015-01-01,,Assorted Writings,1,2015 Jan Feb The Buddha and the Sacred Earth.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/2O1JS0sy9MNqADc_lR_gqA/4u04ONnHIEA3Arb26o3k45kV-jvyfZzNigKv3v8SpsRJ5yg1dLg8pjeQ_yXFlDy9boPcSy-8hkwrWdIJTy4-UvdOFwkWPtL9F2Tqk5NaJFylzTgge0uCrgNb6lV07P4c/31Gbx8zlgvJKU4ux3vzTg8-EqQTZXbPuaMNTFoNrPws),The Buddha and the Sacred Earth,http://www.thedancewebsite.org/resources/buddha-sacred-earth/,emptiness/insight,ethics/engagement
2015-07-25,,Buddhist Geeks Podcast,1,2015_0725 Buddhist Geeks - Climate Change is Happening on our Watch.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/QM5ZTS7I9CI308zizysjxQ/C9-l_jgtxOVZukPEyRhc8_QKbYTslTlQXu_rOGkQTl-NX9h6LyiZGo8l-e7TXBog3qspASZpr09Td-6DghEW_GVxxwOh8yGyd3-lryPGfh9dXZtYtktfyHLOhGBlq9STatNi4IAjyi83CS6mxfuID1ILbDPdK7h-JgxiNkXO0Ls/v3aQuPwyYBid9yKdwz2dlrx68aOvwfRafCf4wCjhOE0),Climate Change is Happening on our Watch,http://art19.com/shows/buddhist-geeks/episodes/31c19146-c927-4dd8-a25f-58bafe9a3ae5,other topics,"ethics/engagement,conceptions of dukkha and the Four Noble Truths,fantasies of the path,dangers or shadow sides in any dharma path,simplicity and simplism"
2015-08-07,Path of the Imaginal.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/hQHUKfWP4ZMvxKvm0PNwMQ/YXYlZ550Tc5-nfrmmsGYgvWi-a5NzIMiNOZ_fwAkS55LJzvO4gAHGBEfZjqPGg42swxMtpWb3xpwPXoA3F5WX-J1sy56aI_BJglWeor3fy8/bS8d1iQv9sOlqNk-xnGe0haXoWsSHgeo4GfcdQ2AZ0o),Path of the Imaginal,1,2015_0807 Imaginal Practice - Doorways and Directions Part 1.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/13AH3bKwAMNn7OiTgoEljg/3Yw1iZqny_BmcteNBa57DOUAHJWeN7U-OLh5xuSlbyp-cne0iWt9F6xyP9U9BcY-2msXq5PwODPhydkt8oQfEkM2tS_5rVFHK7l8cZfLI8j3K-MmZ8c1Xm0xBevRP_EwmR5lqD1l5NC_pLHZF9nqvg/7MoXt-cku8Daf7pb9ibfb6M2d9Ax8zSbsGy0CtZBlFo),Imaginal Practice: Doorways and Directions (Part 1),https://dharmaseed.org/teacher/210/talk/31529/,imaginal/soulmaking,"images: non-soulmaking uses of images,soulmaking: what draws people to imaginal practice?,concepts/logos,metaphysics,midrash,images: expanding one's range of image and fantasy,soulmaking: ethereal/light and earthy/dark spectrum,""subtlety, subtlizing of attention and experience"",""Fairbairn, W.R.D."",soulmaking: doubts/concerns in or about imaginal practice,images: early talks on images"
2015-08-07,,Path of the Imaginal,2,2015_0807 Imaginal Practice - Doorways and Directions Part 2.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/sA4GP4pkCBH3brAq1TlTKQ/ESIrMKaBGqaQO5R3wVEdAPR491fmdApQRPLEKd6Q3uNIXQiwLGJDmFvQFWyGZT0g-pu7RK_YsEs0EUySpigOMBo1FpukjFCl4iuKmtTdvTGZt5SLXdGIA7ozgl6385J_mH8_-PUesbuop45kx0X8YQ/l2KZ-NE-H9kgX32q_QDwPmuG5ONFeOroVNNU7O5ypGo),Imaginal Practice: Doorways and Directions (Part 2),https://dharmaseed.org/teacher/210/talk/31530/,imaginal/soulmaking,"metaphysics: opening up ontology and epistemology,""soulmaking: different imaginal frameworks (Burbea, Hillman, etc.)"",soulmaking: self-orientation vs. divine orientation,cosmopoesis,concepts/logos,images: early talks on images,imaginal practice: beyond or within Buddhadharma?,soulmaking and emptiness,""soulmaking: self becoming imaginal, re-enchanting self"",""soulmaking: retaining the personal, unique, particular"",Four Noble Truths,soulmaking: vertical spectrum / imaginal concertina,Dharma talk listening tips: listening for what's new,views of the path,soulmaking: prerequisites and foundations"
2015-08-07,,Path of the Imaginal,3,2015_0807 Energy Body - Instructions - 1.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/7H16pLKyw9PQYoPO9j7w5w/4cIQn6HHYFcP1kyDeCYpzd5jOBYeO5run8g6nI3ivIUfq61q-3IGzXyRUU9zuFUyf5jTQqB8K3uWCFPlW7gC-m7_yEziggDUf-8bTm921tl92PCjk8zJwkrRIbgzmu8P/rssrlCdCfH_o5U-9Dsuln57lEixJ2ubYIzu7n0IZTrw),Energy Body: Instructions (1),https://dharmaseed.org/teacher/210/talk/31525/,imaginal/soulmaking,"guided energy body meditation,definitions: energy body,energy body,samadhi,emotions,images: early talks on images,working with pain / discomfort,""mindfulness, foundations of: first foundation (body)"",""samadhi: developing well-being, happiness, nourishment"",sensitivity,""soulmaking: priortizing samadhi, image, or emotion"",soulmaking: imaginal vs imagination/daydreaming/fantasizing,""sizes or scopes of attention (narrow, energy body, vast)"",awareness: what causes awareness to shrink?,soulmaking: sexual erotic-imaginal,images: examples of navigating an image"
2015-08-07,,Path of the Imaginal,4,"""2015_0807 Energy, Image, Emotion Part 1.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/4ct2HC7pQDo2V7bYC7aesA/qN9A7JaxQSgZuiX7fWIoKNQP6XEqxI6AtBo0H-EyVm2vovW9cahP21eFBBM52zEaKv92-vTlcq_Rpjz2NXAAzrAR_vzoMmRPL_1i8MYwLA16lY1CJ5ZxOK3sH3Y7xwom/mTb6EkmtMHbGEDXqbXcBb01w_Lqzs8j3BIaCJZHrtWk)""","Energy, Image, Emotion (Part 1)",https://dharmaseed.org/teacher/210/talk/31527/,imaginal/soulmaking,"""samadhi: developing well-being, happiness, nourishment"",working with difficult emotions / sensations / energies,samadhi,energy body,emotions,awareness: what causes awareness to shrink?,working with pain / discomfort,emotions: big-picture reasons for practicing with,images: early talks on images,central line mindfulness,""emotions: increase energy in attention, decrease in emotion"",hindrances,working with tiredness / dullness,images: in relation to difficult emotions,""subtlety, subtlizing of attention and experience"",images: the otherness of imaginal images,Practice: welcoming/allowing"
2015-08-08,,Path of the Imaginal,5,"""2015_0808 Energy, Image, Emotion Part 2.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/WtUhbnkhZlSERn_4hjHiOg/6JdtePpSrevJu0VASTyU0C0bnLh1TQXp4_Nw2qlQQ5fqbrmM3g_7jzDnrUIOpsIVaJ04Lb4BXdb_ntwj44zAun_jMfbz9NIgk30qGhUQqlgGujVe0QWZFXd0GZen02OI/qlcup__fgWJgUNjo5OJCrmzAEzvWrHuMiOR0Yq4XqHg)""","Energy, Image, Emotion (Part 2)",https://dharmaseed.org/teacher/210/talk/31528/,imaginal/soulmaking,"working with difficult emotions / sensations / energies,images: in relation to difficult emotions,energy body,emotions,image as primary,concepts/logos,images: early talks on images,emotions / mind states: anger,emotions / mind states: anger as energized responsiveness,images: expanding one's range of image and fantasy,images: a warrior without an enemy,emotions / mind states: how views/assumptions affect practice,""ways of looking, flexibility in"",views of the path,soulmaking and emptiness,""images: emptiness of images, and flexibility of view"""
2015-08-08,,Path of the Imaginal,6,2015_0808 Energy Body - Instructions - 2.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/8RM6bzD4N0TYGEmWhTujYw/OWsspP7eS8_64GCI8X-PYzjrMsawfwKz1-NUqkeUwEpXLY1E2Lv5SQx7B14mmMPwVrVoMjMfntxwbtC16cptyL7leQ9OR3SJmN1iAWcaa8huqprHdpFo_WY7-3WfvB_w/0FZfSSNJjlMSVqlHzh7ouyIaeSOrOHf-22zB9_VaVl0),Energy Body: Instructions (2),https://dharmaseed.org/teacher/210/talk/31526/,imaginal/soulmaking,"""soulmaking: priortizing samadhi, image, or emotion"",emotions,energy body,images: early talks on images,practice schedules / balancing different practices,emotions / mind states: what are mind states or emotions?,emotions: big-picture reasons for practicing with,central line mindfulness,""emotions: increase energy in attention, decrease in emotion"",emotions / mind states: attending to  calmness or 'not much going on',""subtlety, subtlizing of attention and experience"",seeing as perfect,images: expanding one's range of image and fantasy,awareness: what causes awareness to shrink?,Practice: welcoming/allowing,images: love in and from images"
2015-08-08,,Path of the Imaginal,7,2015_0808 A Little Exercise for the Imagination.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/L9muC3dadNANOUbLFtfFxQ/X2cPBBt-rtm58yE2eOX97DIFcDtd0kRIX2yC6G0NE9u4jd99kGUW-g-Hiw7imBG6kb3B_XPrU3wvlCdOLBnZSFZN3ATGMBm90CgEknDYJCwIaK3e-5_yLs8l1StkeRDr5fJGYFdOBxrmWJOTQNLKJQ/S8R6j9zw8jObZjSEAxinvQToFHSI0vJ6hPSfqs-jeHE),A Little Exercise for the Imagination,https://dharmaseed.org/teacher/210/talk/31519/,imaginal/soulmaking,"guided imagination meditation,images: early talks on images,images: what is an image?"
2015-08-09,,Path of the Imaginal,8,2015_0809 What is an Image Part 1.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/5d4Fgj9o4YIW0tm3sm3dTQ/tkCpcOiXYl7k_jHKkr3F_51oKQtWQRuYqiksrt16firVMLvnm6pBTu35zIYN7NOU_1i_EUvQlug4HgsPO0fW9uVg_8ks7EJhc7Dd65oVIihO0hGD7RHgRa9KnsuoGASp/4hOfeZrw8eNLB89nHsnz6L24AVriLVvjGowMjroNll8),What is an 'Image'? (Part 1),https://dharmaseed.org/teacher/210/talk/31538/,imaginal/soulmaking,"images: what is an image?,images: examples of navigating an image,images: non-soulmaking uses of images,images: iconic/poetic versus narrative images,concepts/logos,nada sound,images: early talks on images,soulmaking: devotional erotic-imaginal,images: noticing and trusting an image's sense door,images: dialogue in images,definitions: soulfulness,Middle Way of the imaginal,eternality / timelessness,images: subtle vs dramatic / intense,soulmaking: ethereal/light and earthy/dark spectrum,soulmaking: pacing,images: archetypal,definitions: archetypal,Jung"
2015-08-09,,Path of the Imaginal,9,2015_0809 What is an Image Part 2.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/tE9ey3u4gTHBkjBpLyD0bQ/C25Fc42V0yPE_5l2mu650LQyP6V3Wy6NnNkvJ-R4z0S9Wsj4ieJ_4X8JKVh4RQgWkqll6xiKRzEi8xywIR2xONsIxrvViOJSJ9J0wTHCkCDwma7OA2CiSQ8vHWXeWF-n/QzMKILpGLb_AL-Kp98ujwPv8NIiRRtoN3gA8qXy0s2s),What is an 'Image'? (Part 2),https://dharmaseed.org/teacher/210/talk/31539/,imaginal/soulmaking,"soulmaking: vertical spectrum / imaginal concertina,images: what is an image?,images: archetypal,image as primary,""causality, questioning notions of"",soulmaking: telos / the angel out ahead,concepts/logos,images: early talks on images,Middle Way of the imaginal,breaking of the vessels (Shevirat ha-Kelim),emotions / mind states: how views/assumptions affect practice,soulmaking and dukkha,images: life becoming image,soulmaking: the growing interfusion of life and image"
2015-08-10,,Path of the Imaginal,10,"""2015_0810 Opening, Tuning, and Relating to the Imaginal - Instructions - 1.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/m3mnrBquuXDMzYQns2Za0w/3JnPny9V8j1CPWz5baq6TU3QuDOwfVXvqKlk3QVWAotU5mkS6IAsSHbQ2rTMMQ-IkqDGAZ0rsvHbYbPdzcQxksKF54xrxjN2Zz7esaEDDs0_BhHOumRzM6h3Mqe3598-a6qzgZI5hBjQ5F4Y7WU0lx3YXOjJITedi4QwgwL90Es/1Pceld6GcnvfSmDjaVxcIHB8yK_7nA1NNdd0bIl-axU)""","Opening, Tuning, and Relating to the Imaginal: Instructions (1)",https://dharmaseed.org/teacher/210/talk/31531/,imaginal/soulmaking,"images: how to get images,images: early talks on images,energy body,""metaphors: water, liquid"",images: working with in meditation or grosser modalities"
2015-08-10,,Path of the Imaginal,11,"""2015_0810 Opening, Tuning, and Relating to the Imaginal - Instructions - 2.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/-NTBH9DKsT6z68ge9lrY7w/tR_If2i7mlU4pMgpDJ2jGhjYxcMZwEvI3FT4kIlAv6Q92sJV4_lkiMBEzVsThash5pcfFOAprQBbPdMdqgKRUd9KagvDNiMFEtaH2oNnRBCv9nZOkqyBAH790WmO69VNwRy5vSgsptwgsnCWVTtIjs-Zs5jFVoLA0gex3fFg0D4/wRD9MkZ4NO521vhPpqKiedh5_KnEST986g-2QvrDCmY)""","Opening, Tuning, and Relating to the Imaginal: Instructions (2)",https://dharmaseed.org/teacher/210/talk/31533/,imaginal/soulmaking,"soulmaking: imaginal vs imagination/daydreaming/fantasizing,energy body,images: early talks on images,sensitivity,images: noticing and trusting an image's sense door,images: examples of navigating an image,images: specificity of images,images: using the energy body to navigate,devotion,prayer,eternality / timelessness,images: not reducing to one meaning or causal explanation,images: asking what images want from us,images: possibilities of what images want from us,images: love in and from images"
2015-08-10,,Path of the Imaginal,12,2015_0810 Soulmaking Part 1.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/KqgyEHciqk6n_GBgpXSWrg/EFnATBBbX3yti58bCUh5PJ_9SvPaJJcQqU0yU4SSeR4733OG8gqxDpw5iKomCddK8OVdceJxAFdggRbyTKLAqt9_SjvUkxVnnpO_NO5rU2es5bkprkuDWQGxVVJsS801/5_Xt3M5snlBXsdvBF_zs6RsVtj_1uVNVL6A5t-UpcnU),Soulmaking (Part 1),https://dharmaseed.org/teacher/210/talk/31534/,imaginal/soulmaking,"images: early talks on images,soul as an organ/entity or range of ways of looking,definitions: soul,definitions: soulfulness,definitions: soulmaking,soulmaking: imaginal vs imagination/daydreaming/fantasizing,Buddha-nature,""mindfulness, unfabricating, skillful fabrication"",modern physics / quantum physics,scientism / scientific materialism / reductionism,aging/sickness/death,critique: the practice of 'being with' or 'bare attention',views of the path,""conceptual frameworks, flexibility with"",not-self in imaginal practice vs classical anatta view,not-self (anatta),""Hillman, James"",soulmaking and emptiness,fullness of intention (not primarily in service of self)"
